seed	phenomenon	figure_stem	label	title	language	clause_wo	np_wo	alignment	comp_system	strategy	anc_choice_word_order	anc_iv_order	anc_tv_order	n_pairs	accuracy	ties	tie_rate	mean_delta_good_minus_bad	score_mode
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	23_sov_ng_ac_d_no	sov	ng	nom-acc	deranking	nomn	ovs	VS	PVA	100	1.0	0	0.0	2.7526964950561523	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	24_sov_ng_er_b_se	sov	ng	erg-abs	balancing	sent	sov	SV	APV	100	1.0	0	0.0	3.19890878200531	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	25_sov_ng_er_b_pa	sov	ng	erg-abs	balancing	poss-acc	ovs	VS	PVA	100	1.0	0	0.0	3.106771156787872	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	26_sov_ng_er_b_ep	sov	ng	erg-abs	balancing	erg-poss	vos	VS	AVP	100	1.0	0	0.0	3.5109870409965516	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	27_sov_ng_er_b_no	sov	ng	erg-abs	balancing	nomn	ovs	VS	PVA	100	1.0	0	0.0	3.1878039169311525	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	28_sov_ng_er_d_se	sov	ng	erg-abs	deranking	sent	sov	SV	APV	100	1.0	0	0.0	3.141477963924408	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	29_sov_ng_er_d_pa	sov	ng	erg-abs	deranking	poss-acc	ovs	VS	PVA	100	1.0	0	0.0	2.8914175724983213	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	30_sov_ng_er_d_ep	sov	ng	erg-abs	deranking	erg-poss	vos	VS	AVP	100	1.0	0	0.0	3.4337059378623964	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	31_sov_ng_er_d_no	sov	ng	erg-abs	deranking	nomn	ovs	VS	PVA	100	1.0	0	0.0	3.2626627683639526	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	32_svo_gn_ac_b_se	svo	gn	nom-acc	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	3.8022059845924376	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	33_svo_gn_ac_b_pa	svo	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	3.523284924030304	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	34_svo_gn_ac_b_ep	svo	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	3.8164258217811584	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	35_svo_gn_ac_b_no	svo	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	1.0	0	0.0	3.741353588104248	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	36_svo_gn_ac_d_se	svo	gn	nom-acc	deranking	sent	svo	SV	AVP	100	0.93	0	0.0	1.1882873582839966	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	37_svo_gn_ac_d_pa	svo	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	1.0	0	0.0	1.2975974416732787	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	38_svo_gn_ac_d_ep	svo	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	0.95	0	0.0	1.2555047607421874	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	39_svo_gn_ac_d_no	svo	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	0.98	0	0.0	1.3012985682487488	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	40_svo_gn_er_b_se	svo	gn	erg-abs	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	3.143930058479309	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	41_svo_gn_er_b_pa	svo	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	3.268536477088928	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	42_svo_gn_er_b_ep	svo	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	3.4995056986808777	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	43_svo_gn_er_b_no	svo	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	0.99	0	0.0	3.339161674976349	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	44_svo_gn_er_d_se	svo	gn	erg-abs	deranking	sent	svo	SV	AVP	100	0.98	0	0.0	1.4172482109069824	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	45_svo_gn_er_d_pa	svo	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	0.99	0	0.0	1.4363790988922118	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	46_svo_gn_er_d_ep	svo	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	0.96	0	0.0	1.368686900138855	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	47_svo_gn_er_d_no	svo	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	0.97	0	0.0	1.2928946709632874	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	48_svo_ng_ac_b_se	svo	ng	nom-acc	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	3.3716729497909546	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	49_svo_ng_ac_b_pa	svo	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	3.3951088643074034	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	50_svo_ng_ac_b_ep	svo	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	3.48012047290802	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	51_svo_ng_ac_b_no	svo	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	3.4741862344741823	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	52_svo_ng_ac_d_se	svo	ng	nom-acc	deranking	sent	svo	SV	AVP	100	0.99	0	0.0	1.413723773956299	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	53_svo_ng_ac_d_pa	svo	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	0.98	0	0.0	1.3945077466964722	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	54_svo_ng_ac_d_ep	svo	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	1.0	0	0.0	1.3595859360694886	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	55_svo_ng_ac_d_no	svo	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	0.98	0	0.0	1.3197589135169983	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	56_svo_ng_er_b_se	svo	ng	erg-abs	balancing	sent	svo	SV	AVP	100	1.0	0	0.0	3.1103196477890016	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	57_svo_ng_er_b_pa	svo	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	3.152406842708588	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	58_svo_ng_er_b_ep	svo	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	3.387166373729706	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	59_svo_ng_er_b_no	svo	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	3.3852060890197753	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	60_svo_ng_er_d_se	svo	ng	erg-abs	deranking	sent	svo	SV	AVP	100	1.0	0	0.0	1.656897132396698	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	61_svo_ng_er_d_pa	svo	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	0.99	0	0.0	1.718511040210724	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	62_svo_ng_er_d_ep	svo	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	0.99	0	0.0	1.535341169834137	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	63_svo_ng_er_d_no	svo	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	0.95	0	0.0	1.4384539604187012	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	64_vos_gn_ac_b_se	vos	gn	nom-acc	balancing	sent	vos	VS	VPA	100	1.0	0	0.0	2.7072015810012817	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	65_vos_gn_ac_b_pa	vos	gn	nom-acc	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	3.1430426621437073	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	66_vos_gn_ac_b_ep	vos	gn	nom-acc	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	3.0959656643867492	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	67_vos_gn_ac_b_no	vos	gn	nom-acc	balancing	nomn	svo	SV	AVP	100	1.0	0	0.0	2.900395884513855	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	68_vos_gn_ac_d_se	vos	gn	nom-acc	deranking	sent	vos	VS	VPA	100	0.98	0	0.0	2.470920033454895	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	69_vos_gn_ac_d_pa	vos	gn	nom-acc	deranking	poss-acc	svo	SV	AVP	100	1.0	0	0.0	2.461512312889099	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	70_vos_gn_ac_d_ep	vos	gn	nom-acc	deranking	erg-poss	sov	SV	PVA	100	1.0	0	0.0	2.579764859676361	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	71_vos_gn_ac_d_no	vos	gn	nom-acc	deranking	nomn	svo	SV	AVP	100	0.99	0	0.0	2.4371438956260683	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	72_vos_gn_er_b_se	vos	gn	erg-abs	balancing	sent	vos	VS	VPA	100	1.0	0	0.0	2.698985550403595	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	73_vos_gn_er_b_pa	vos	gn	erg-abs	balancing	poss-acc	svo	SV	AVP	100	1.0	0	0.0	2.888862690925598	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	74_vos_gn_er_b_ep	vos	gn	erg-abs	balancing	erg-poss	sov	SV	PVA	100	1.0	0	0.0	3.3596912527084353	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	75_vos_gn_er_b_no	vos	gn	erg-abs	balancing	nomn	svo	SV	AVP	100	1.0	0	0.0	3.4470736742019654	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	76_vos_gn_er_d_se	vos	gn	erg-abs	deranking	sent	vos	VS	VPA	100	1.0	0	0.0	2.6291249918937685	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	77_vos_gn_er_d_pa	vos	gn	erg-abs	deranking	poss-acc	svo	SV	AVP	100	1.0	0	0.0	2.8011805200576783	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	78_vos_gn_er_d_ep	vos	gn	erg-abs	deranking	erg-poss	sov	SV	PVA	100	1.0	0	0.0	2.6333615803718566	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	79_vos_gn_er_d_no	vos	gn	erg-abs	deranking	nomn	svo	SV	AVP	100	1.0	0	0.0	2.727984149456024	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	80_vos_ng_ac_b_se	vos	ng	nom-acc	balancing	sent	vos	VS	VPA	100	0.99	0	0.0	2.9043121361732482	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	81_vos_ng_ac_b_pa	vos	ng	nom-acc	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	2.782565414905548	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	82_vos_ng_ac_b_ep	vos	ng	nom-acc	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	2.8961752605438233	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	83_vos_ng_ac_b_no	vos	ng	nom-acc	balancing	nomn	vos	VS	VPA	100	0.99	0	0.0	2.604096622467041	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	84_vos_ng_ac_d_se	vos	ng	nom-acc	deranking	sent	vos	VS	VPA	100	0.99	0	0.0	2.429877598285675	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	85_vos_ng_ac_d_pa	vos	ng	nom-acc	deranking	poss-acc	vos	VS	VPA	100	0.97	0	0.0	2.4966250038146973	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	86_vos_ng_ac_d_ep	vos	ng	nom-acc	deranking	erg-poss	vos	VS	VPA	100	0.99	0	0.0	2.5772140431404114	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	87_vos_ng_ac_d_no	vos	ng	nom-acc	deranking	nomn	vos	VS	VPA	100	0.97	0	0.0	2.4730697083473205	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	88_vos_ng_er_b_se	vos	ng	erg-abs	balancing	sent	vos	VS	VPA	100	1.0	0	0.0	3.1059454917907714	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	89_vos_ng_er_b_pa	vos	ng	erg-abs	balancing	poss-acc	vos	VS	VPA	100	1.0	0	0.0	2.9552154994010924	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	90_vos_ng_er_b_ep	vos	ng	erg-abs	balancing	erg-poss	vos	VS	VPA	100	1.0	0	0.0	3.6352144861221314	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	91_vos_ng_er_b_no	vos	ng	erg-abs	balancing	nomn	vos	VS	VPA	100	1.0	0	0.0	3.7222593331336977	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	92_vos_ng_er_d_se	vos	ng	erg-abs	deranking	sent	vos	VS	VPA	100	1.0	0	0.0	2.767820801734924	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	93_vos_ng_er_d_pa	vos	ng	erg-abs	deranking	poss-acc	vos	VS	VPA	100	1.0	0	0.0	2.6844733786582946	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	94_vos_ng_er_d_ep	vos	ng	erg-abs	deranking	erg-poss	vos	VS	VPA	100	1.0	0	0.0	2.7044526290893556	bos_eos
seed_43	1_1_intran_V_form	01_1_1_intran_V_form	fig:heatmap-1-intran-v-form	1.1 Intransitive finite verb form	95_vos_ng_er_d_no	vos	ng	erg-abs	deranking	nomn	vos	VS	VPA	100	1.0	0	0.0	2.7808669352531434	bos_eos
seed_43	1_2_intran_S_marker	02_1_2_intran_S_marker	fig:heatmap-2-intran-s-marker	1.2 Intransitive S marker	00_sov_gn_ac_b_se	sov	gn	nom-acc	balancing	sent	sov	SV	APV	100	0.77	0	0.0	0.6068384623527527	bos_eos
seed_43	1_2_intran_S_marker	02_1_2_intran_S_marker	fig:heatmap-2-intran-s-marker	1.2 Intransitive S marker	01_sov_gn_ac_b_pa	sov	gn	nom-acc	balancing	poss-acc	sov	SV	APV	100	0.83	0	0.0	0.5639076685905456	bos_eos
seed_43	1_2_intran_S_marker	02_1_2_intran_S_marker	fig:heatmap-2-intran-s-marker	1.2 Intransitive S marker	02_sov_gn_ac_b_ep	sov	gn	nom-acc	balancing	erg-poss	sov	SV	APV	100	0.77	0	0.0	0.597864191532135	bos_eos
seed_43	1_2_intran_S_marker	02_1_2_intran_S_marker	fig:heatmap-2-intran-s-marker	1.2 Intransitive S marker	03_sov_gn_ac_b_no	sov	gn	nom-acc	balancing	nomn	sov	SV	APV	100	0.8	0	0.0	0.6102542710304261	bos_eos
seed_43	1_2_intran_S_marker	02_1_2_intran_S_marker	fig:heatmap-2-intran-s-marker	1.2 Intransitive S marker	04_sov_gn_ac_d_se	sov	gn	nom-acc	deranking	sent	sov	SV	APV	100	0.78	0	0.0	0.4810518741607666	bos_eos
seed_43	1_2_intran_S_marker	02_1_2_intran_S_marker	fig:heatmap-2-intran-s-marker	1.2 Intransitive S marker	05_sov_gn_ac_d_pa	sov	gn	nom-acc	deranking	poss-acc	sov	SV	APV	100	0.75	0	0.0	0.561078474521637	bos_eos
seed_43	1_2_intran_S_marker	02_1_2_intran_S_marker	fig:heatmap-2-intran-s-marker	1.2 Intransitive S marker	06_sov_gn_ac_d_ep	sov	gn	nom-acc	deranking	erg-poss	sov	SV	APV	100	0.78	0	0.0	0.6344817733764648	bos_eos
